"Sector","Active","MapTo","SCC","SCC_L1","SCC_L2","SCC_L3","SCC_L4","CREATED","REVISED","REV_WHAT","COMMENT"
"POINT",,,"30204002","Industrial Processes","Food and Agriculture","Cereal","Cereal Conveying",,,,
"POINT",,,"30204003","Industrial Processes","Food and Agriculture","Cereal","Cereal Packaging",,,,
"POINT",,,"30204004","Industrial Processes","Food and Agriculture","Cereal","Cereal Coating",,,,
"POINT",,,"302042","Industrial Processes","Food and Agriculture","Vinegar Manufacturing",,,,,"Added 6 Digit SCC"
"POINT",,,"30204201","Industrial Processes","Food and Agriculture","Vinegar Manufacturing","Fermentation: Alcohol",,,,
"POINT",,,"302800","Industrial Processes","Food and Agriculture","Equipment Leaks",,,,,"Added 6 Digit SCC"
"POINT",,,"30280001","Industrial Processes","Food and Agriculture","Equipment Leaks","Equipment Leaks",,,,
"POINT",,,"302820","Industrial Processes","Food and Agriculture","Wastewater, Aggregate",,,,,"Added 6 Digit SCC"
"POINT",,,"30282001","Industrial Processes","Food and Agriculture","Wastewater, Aggregate","Process Area Drains",,,,
"POINT",,,"30282002","Industrial Processes","Food and Agriculture","Wastewater, Aggregate","Process Equipment Drains",,,,
"POINT",,,"302825","Industrial Processes","Food and Agriculture","Wastewater, Points of Generation",,,,,"Added 6 Digit SCC"
"POINT",,,"30282501","Industrial Processes","Food and Agriculture","Wastewater, Points of Generation","Mineral Oil Stripper",,,,
