"Sector","Active","MapTo","SCC","SCC_L1","SCC_L2","SCC_L3","SCC_L4","CREATED","REVISED","REV_WHAT","COMMENT"
"AREA",,,"2461800002","Solvent Utilization","Miscellaneous Non-industrial: Commercial","Pesticide Application: All Processes","Soil Incorporation","5/30/2001",,,
"AREA","No","2461800000","2461800999","Solvent Utilization","Miscellaneous Non-industrial: Commercial","Pesticide Application: All Processes","Solvents: NEC",,4/14/2003 0:00:00,"Made Obsolete",
"AREA",,,"2461850000","Solvent Utilization","Miscellaneous Non-industrial: Commercial","Pesticide Application: Agricultural","All Processes","12/10/1999",,,
"AREA",,,"2461850001","Solvent Utilization","Miscellaneous Non-industrial: Commercial","Pesticide Application: Agricultural","Herbicides, Corn","12/10/1999",,,
"AREA",,,"2461850002","Solvent Utilization","Miscellaneous Non-industrial: Commercial","Pesticide Application: Agricultural","Herbicides, Apples","12/10/1999",,,
"AREA",,,"2461850003","Solvent Utilization","Miscellaneous Non-industrial: Commercial","Pesticide Application: Agricultural","Herbicides, Grapes","12/10/1999",,,
"AREA",,,"2461850004","Solvent Utilization","Miscellaneous Non-industrial: Commercial","Pesticide Application: Agricultural","Herbicides, Potatoes","12/10/1999",,,
"AREA",,,"2461850005","Solvent Utilization","Miscellaneous Non-industrial: Commercial","Pesticide Application: Agricultural","Herbicides, Soy Beans","12/10/1999",,,
"AREA",,,"2461850006","Solvent Utilization","Miscellaneous Non-industrial: Commercial","Pesticide Application: Agricultural","Herbicides, Hay & Grains","12/10/1999",,,
"AREA",,,"2461850009","Solvent Utilization","Miscellaneous Non-industrial: Commercial","Pesticide Application: Agricultural","Herbicides, Not Elsewhere Classified","5/30/2001",,,
"AREA",,,"2461850051","Solvent Utilization","Miscellaneous Non-industrial: Commercial","Pesticide Application: Agricultural","Other Pesticides, Corn","12/10/1999",,,
"AREA",,,"2461850052","Solvent Utilization","Miscellaneous Non-industrial: Commercial","Pesticide Application: Agricultural","Other Pesticides, Apples","12/10/1999",,,
"AREA",,,"2461850053","Solvent Utilization","Miscellaneous Non-industrial: Commercial","Pesticide Application: Agricultural","Other Pesticides, Grapes","12/10/1999",,,
"AREA",,,"2461850054","Solvent Utilization","Miscellaneous Non-industrial: Commercial","Pesticide Application: Agricultural","Other Pesticides, Potatoes","12/10/1999",,,
"AREA",,,"2461850055","Solvent Utilization","Miscellaneous Non-industrial: Commercial","Pesticide Application: Agricultural","Other Pesticides, Soy Beans","12/10/1999",,,
"AREA",,,"2461850056","Solvent Utilization","Miscellaneous Non-industrial: Commercial","Pesticide Application: Agricultural","Other Pesticides, Hay & Grains","12/10/1999",,,
"AREA",,,"2461850099","Solvent Utilization","Miscellaneous Non-industrial: Commercial","Pesticide Application: Agricultural","Other Pesticides, Not Elsewhere Classified","5/30/2001",,,
"AREA",,,"2461870999","Solvent Utilization","Miscellaneous Non-industrial: Commercial","Pesticide Application: Non-Agricultural","Not Elsewhere Classified","5/30/2001",,,
"AREA",,,"2461900000","Solvent Utilization","Miscellaneous Non-industrial: Commercial","Miscellaneous Products: NEC","Total: All Solvent Types",,,,
"AREA",,,"2465000000","Solvent Utilization","Miscellaneous Non-industrial: Consumer","All Products/Processes","Total: All Solvent Types",,,,
"AREA",,,"2465100000","Solvent Utilization","Miscellaneous Non-industrial: Consumer","Personal Care Products","Total: All Solvent Types",,,,
"AREA",,,"2465200000","Solvent Utilization","Miscellaneous Non-industrial: Consumer","Household Products","Total: All Solvent Types",,,,
"AREA",,,"2465400000","Solvent Utilization","Miscellaneous Non-industrial: Consumer","Automotive Aftermarket Products","Total: All Solvent Types",,,,
"AREA",,,"2465600000","Solvent Utilization","Miscellaneous Non-industrial: Consumer","Adhesives and Sealants","Total: All Solvent Types",,,,
"AREA",,,"2465800000","Solvent Utilization","Miscellaneous Non-industrial: Consumer","Pesticide Application","Total: All Solvent Types",,,,
"AREA",,,"2465900000","Solvent Utilization","Miscellaneous Non-industrial: Consumer","Miscellaneous Products: NEC","Total: All Solvent Types",,,,
"AREA",,,"2495000000","Solvent Utilization","All Solvent User Categories","All Processes","Total: All Solvent Types",,,,
"AREA",,,"2501000000","Storage and Transport","Petroleum and Petroleum Product Storage","All Storage Types: Breathing Loss","Total: All Products",,,,
"AREA",,,"2501000030","Storage and Transport","Petroleum and Petroleum Product Storage","All Storage Types: Breathing Loss","Crude Oil",,,,
"AREA",,,"2501000060","Storage and Transport","Petroleum and Petroleum Product Storage","All Storage Types: Breathing Loss","Residual Oil",,,,
"AREA",,,"2501000090","Storage and Transport","Petroleum and Petroleum Product Storage","All Storage Types: Breathing Loss","Distillate Oil",,,,
"AREA",,,"2501000120","Storage and Transport","Petroleum and Petroleum Product Storage","All Storage Types: Breathing Loss","Gasoline",,,,
"AREA",,,"2501000150","Storage and Transport","Petroleum and Petroleum Product Storage","All Storage Types: Breathing Loss","Jet Naphtha",,,,
"AREA",,,"2501000180","Storage and Transport","Petroleum and Petroleum Product Storage","All Storage Types: Breathing Loss","Kerosene",,,,
"AREA",,,"2501000900","Storage and Transport","Petroleum and Petroleum Product Storage","All Storage Types: Breathing Loss","Tank Cleaning",,,,
"AREA",,,"2501010000","Storage and Transport","Petroleum and Petroleum Product Storage","Commercial/Industrial: Breathing Loss","Total: All Products",,,,
"AREA",,,"2501010030","Storage and Transport","Petroleum and Petroleum Product Storage","Commercial/Industrial: Breathing Loss","Crude Oil",,,,
"AREA",,,"2501010060","Storage and Transport","Petroleum and Petroleum Product Storage","Commercial/Industrial: Breathing Loss","Residual Oil",,,,
"AREA",,,"2501010090","Storage and Transport","Petroleum and Petroleum Product Storage","Commercial/Industrial: Breathing Loss","Distillate Oil",,,,
"AREA",,,"2501010120","Storage and Transport","Petroleum and Petroleum Product Storage","Commercial/Industrial: Breathing Loss","Gasoline",,,,
"AREA",,,"2501010150","Storage and Transport","Petroleum and Petroleum Product Storage","Commercial/Industrial: Breathing Loss","Jet Naphtha",,,,
"AREA",,,"2501010180","Storage and Transport","Petroleum and Petroleum Product Storage","Commercial/Industrial: Breathing Loss","Kerosene",,,,
"AREA",,,"2501010900","Storage and Transport","Petroleum and Petroleum Product Storage","Commercial/Industrial: Breathing Loss","Tank Cleaning",,,,
"AREA",,,"2501050000","Storage and Transport","Petroleum and Petroleum Product Storage","Bulk Stations/Terminals: Breathing Loss","Total: All Products",,,,
"AREA",,,"2501050030","Storage and Transport","Petroleum and Petroleum Product Storage","Bulk Stations/Terminals: Breathing Loss","Crude Oil",,,,
"AREA",,,"2501050060","Storage and Transport","Petroleum and Petroleum Product Storage","Bulk Stations/Terminals: Breathing Loss","Residual Oil",,,,
"AREA",,,"2501050090","Storage and Transport","Petroleum and Petroleum Product Storage","Bulk Stations/Terminals: Breathing Loss","Distillate Oil",,,,
"AREA",,,"2501050120","Storage and Transport","Petroleum and Petroleum Product Storage","Bulk Stations/Terminals: Breathing Loss","Gasoline",,,,
"AREA",,,"2501050150","Storage and Transport","Petroleum and Petroleum Product Storage","Bulk Stations/Terminals: Breathing Loss","Jet Naphtha",,,,
"AREA",,,"2501050180","Storage and Transport","Petroleum and Petroleum Product Storage","Bulk Stations/Terminals: Breathing Loss","Kerosene",,,,
"AREA",,,"2501050900","Storage and Transport","Petroleum and Petroleum Product Storage","Bulk Stations/Terminals: Breathing Loss","Tank Cleaning",,,,
"AREA",,,"2501060000","Storage and Transport","Petroleum and Petroleum Product Storage","Gasoline Service Stations","Total: All Gasoline/All Processes",,,,
"AREA",,,"2501060050","Storage and Transport","Petroleum and Petroleum Product Storage","Gasoline Service Stations","Stage 1: Total",,,,
"AREA",,,"2501060051","Storage and Transport","Petroleum and Petroleum Product Storage","Gasoline Service Stations","Stage 1: Submerged Filling",,,,
"AREA",,,"2501060052","Storage and Transport","Petroleum and Petroleum Product Storage","Gasoline Service Stations","Stage 1: Splash Filling",,,,
"AREA",,,"2501060053","Storage and Transport","Petroleum and Petroleum Product Storage","Gasoline Service Stations","Stage 1: Balanced Submerged Filling",,,,
"AREA",,,"2501060100","Storage and Transport","Petroleum and Petroleum Product Storage","Gasoline Service Stations","Stage 2: Total",,,,
"AREA",,,"2501060101","Storage and Transport","Petroleum and Petroleum Product Storage","Gasoline Service Stations","Stage 2: Displacement Loss/Uncontrolled",,,,
"AREA",,,"2501060102","Storage and Transport","Petroleum and Petroleum Product Storage","Gasoline Service Stations","Stage 2: Displacement Loss/Controlled",,,,
"AREA",,,"2501060103","Storage and Transport","Petroleum and Petroleum Product Storage","Gasoline Service Stations","Stage 2: Spillage",,,,
"AREA",,,"2501060200","Storage and Transport","Petroleum and Petroleum Product Storage","Gasoline Service Stations","Underground Tank: Total",,,,
"AREA",,,"2501060201","Storage and Transport","Petroleum and Petroleum Product Storage","Gasoline Service Stations","Underground Tank: Breathing and Emptying",,,,
"AREA",,,"2501070000","Storage and Transport","Petroleum and Petroleum Product Storage","Diesel Service Stations","Total: All Products/All Processes",,,,
"AREA",,,"2501070050","Storage and Transport","Petroleum and Petroleum Product Storage","Diesel Service Stations","Stage 1: Total",,,,
"AREA",,,"2501070051","Storage and Transport","Petroleum and Petroleum Product Storage","Diesel Service Stations","Stage 1: Submerged Filling",,,,
"AREA",,,"2501070052","Storage and Transport","Petroleum and Petroleum Product Storage","Diesel Service Stations","Stage 1: Splash Filling",,,,
"AREA",,,"2501070053","Storage and Transport","Petroleum and Petroleum Product Storage","Diesel Service Stations","Stage 1: Balanced Submerged Filling",,,,
"AREA",,,"2501070100","Storage and Transport","Petroleum and Petroleum Product Storage","Diesel Service Stations","Stage 2: Total",,,,
"AREA",,,"2501070101","Storage and Transport","Petroleum and Petroleum Product Storage","Diesel Service Stations","Stage 2: Displacement Loss/Uncontrolled",,,,
"AREA",,,"2501070102","Storage and Transport","Petroleum and Petroleum Product Storage","Diesel Service Stations","Stage 2: Displacement Loss/Controlled",,,,
"AREA",,,"2501070103","Storage and Transport","Petroleum and Petroleum Product Storage","Diesel Service Stations","Stage 2: Spillage",,,,
"AREA",,,"2501070200","Storage and Transport","Petroleum and Petroleum Product Storage","Diesel Service Stations","Underground Tank: Total",,,,
"AREA",,,"2501070201","Storage and Transport","Petroleum and Petroleum Product Storage","Diesel Service Stations","Underground Tank: Breathing and Emptying",,,,
"AREA",,,"2501080050","Storage and Transport","Petroleum and Petroleum Product Storage","Airports : Aviation Gasoline","Stage 1: Total","8/1/2002",,,
"AREA",,,"2501080100","Storage and Transport","Petroleum and Petroleum Product Storage","Airports : Aviation Gasoline","Stage 2: Total","8/1/2002",,,
"AREA",,,"2501995000","Storage and Transport","Petroleum and Petroleum Product Storage","All Storage Types: Working Loss","Total: All Products",,,,
"AREA",,,"2501995030","Storage and Transport","Petroleum and Petroleum Product Storage","All Storage Types: Working Loss","Crude Oil",,,,
"AREA",,,"2501995060","Storage and Transport","Petroleum and Petroleum Product Storage","All Storage Types: Working Loss","Residual Oil",,,,
"AREA",,,"2501995090","Storage and Transport","Petroleum and Petroleum Product Storage","All Storage Types: Working Loss","Distillate Oil",,,,
"AREA",,,"2501995120","Storage and Transport","Petroleum and Petroleum Product Storage","All Storage Types: Working Loss","Gasoline",,,,
"AREA",,,"2501995150","Storage and Transport","Petroleum and Petroleum Product Storage","All Storage Types: Working Loss","Jet Naphtha",,,,
"AREA",,,"2501995180","Storage and Transport","Petroleum and Petroleum Product Storage","All Storage Types: Working Loss","Kerosene",,,,
"AREA",,,"2505000000","Storage and Transport","Petroleum and Petroleum Product Transport","All Transport Types","Total: All Products",,,,
"AREA",,,"2505000030","Storage and Transport","Petroleum and Petroleum Product Transport","All Transport Types","Crude Oil",,,,
"AREA",,,"2505000060","Storage and Transport","Petroleum and Petroleum Product Transport","All Transport Types","Residual Oil",,,,
"AREA",,,"2505000090","Storage and Transport","Petroleum and Petroleum Product Transport","All Transport Types","Distillate Oil",,,,
"AREA",,,"2505000120","Storage and Transport","Petroleum and Petroleum Product Transport","All Transport Types","Gasoline",,,,
"AREA",,,"2505000150","Storage and Transport","Petroleum and Petroleum Product Transport","All Transport Types","Jet Naphtha",,,,
"AREA",,,"2505000180","Storage and Transport","Petroleum and Petroleum Product Transport","All Transport Types","Kerosene",,,,
"AREA",,,"2505000900","Storage and Transport","Petroleum and Petroleum Product Transport","All Transport Types","Tank Cleaning",,,,
"AREA",,,"2505010000","Storage and Transport","Petroleum and Petroleum Product Transport","Rail Tank Car","Total: All Products",,,,
"AREA",,,"2505010030","Storage and Transport","Petroleum and Petroleum Product Transport","Rail Tank Car","Crude Oil",,,,
"AREA",,,"2505010060","Storage and Transport","Petroleum and Petroleum Product Transport","Rail Tank Car","Residual Oil",,,,
"AREA",,,"2505010090","Storage and Transport","Petroleum and Petroleum Product Transport","Rail Tank Car","Distillate Oil",,,,
"AREA",,,"2505010120","Storage and Transport","Petroleum and Petroleum Product Transport","Rail Tank Car","Gasoline",,,,
"AREA",,,"2505010150","Storage and Transport","Petroleum and Petroleum Product Transport","Rail Tank Car","Jet Naphtha",,,,
"AREA",,,"2505010180","Storage and Transport","Petroleum and Petroleum Product Transport","Rail Tank Car","Kerosene",,,,
"AREA",,,"2505010900","Storage and Transport","Petroleum and Petroleum Product Transport","Rail Tank Car","Tank Cleaning",,,,
"AREA",,,"2505020000","Storage and Transport","Petroleum and Petroleum Product Transport","Marine Vessel","Total: All Products",,,,
"AREA",,,"2505020030","Storage and Transport","Petroleum and Petroleum Product Transport","Marine Vessel","Crude Oil",,,,
"AREA",,,"2505020060","Storage and Transport","Petroleum and Petroleum Product Transport","Marine Vessel","Residual Oil",,,,
"AREA",,,"2505020090","Storage and Transport","Petroleum and Petroleum Product Transport","Marine Vessel","Distillate Oil",,,,
"AREA",,,"2505020120","Storage and Transport","Petroleum and Petroleum Product Transport","Marine Vessel","Gasoline",,,,
"AREA",,,"2505020121","Storage and Transport","Petroleum and Petroleum Product Transport","Marine Vessel","Gasoline - Barge","8/16/2002",,,
"AREA",,,"2505020150","Storage and Transport","Petroleum and Petroleum Product Transport","Marine Vessel","Jet Naphtha",,,,
"AREA",,,"2505020180","Storage and Transport","Petroleum and Petroleum Product Transport","Marine Vessel","Kerosene",,,,
"AREA",,,"2505020900","Storage and Transport","Petroleum and Petroleum Product Transport","Marine Vessel","Tank Cleaning",,,,
"AREA",,,"2505030000","Storage and Transport","Petroleum and Petroleum Product Transport","Truck","Total: All Products",,,,
"AREA",,,"2505030030","Storage and Transport","Petroleum and Petroleum Product Transport","Truck","Crude Oil",,,,
"AREA",,,"2505030060","Storage and Transport","Petroleum and Petroleum Product Transport","Truck","Residual Oil",,,,
"AREA",,,"2505030090","Storage and Transport","Petroleum and Petroleum Product Transport","Truck","Distillate Oil",,,,
"AREA",,,"2505030120","Storage and Transport","Petroleum and Petroleum Product Transport","Truck","Gasoline",,,,
"AREA",,,"2505030150","Storage and Transport","Petroleum and Petroleum Product Transport","Truck","Jet Naphtha",,,,
"AREA",,,"2505030180","Storage and Transport","Petroleum and Petroleum Product Transport","Truck","Kerosene",,,,
"AREA",,,"2505030900","Storage and Transport","Petroleum and Petroleum Product Transport","Truck","Tank Cleaning",,,,
"AREA",,,"2505040000","Storage and Transport","Petroleum and Petroleum Product Transport","Pipeline","Total: All Products",,,,
"AREA",,,"2505040030","Storage and Transport","Petroleum and Petroleum Product Transport","Pipeline","Crude Oil",,,,
"AREA",,,"2505040060","Storage and Transport","Petroleum and Petroleum Product Transport","Pipeline","Residual Oil",,,,
"AREA",,,"2505040090","Storage and Transport","Petroleum and Petroleum Product Transport","Pipeline","Distillate Oil",,,,
"AREA",,,"2505040120","Storage and Transport","Petroleum and Petroleum Product Transport","Pipeline","Gasoline",,,,
"AREA",,,"2505040150","Storage and Transport","Petroleum and Petroleum Product Transport","Pipeline","Jet Naphtha",,,,
"AREA",,,"2505040180","Storage and Transport","Petroleum and Petroleum Product Transport","Pipeline","Kerosene",,,,
"AREA",,,"2510000000","Storage and Transport","Organic Chemical Storage","All Storage Types: Breathing Loss","Total: All Products",,,,
"AREA",,,"2510000030","Storage and Transport","Organic Chemical Storage","All Storage Types: Breathing Loss","Acetone",,,,
"AREA",,,"2510000060","Storage and Transport","Organic Chemical Storage","All Storage Types: Breathing Loss","Butyl Alcohols: All Types",,,,
"AREA",,,"2510000065","Storage and Transport","Organic Chemical Storage","All Storage Types: Breathing Loss","n-Butyl Alcohol",,,,
"AREA",,,"2510000070","Storage and Transport","Organic Chemical Storage","All Storage Types: Breathing Loss","Isobutyl Alcohol",,,,
"AREA",,,"2510000100","Storage and Transport","Organic Chemical Storage","All Storage Types: Breathing Loss","Cyclohexanone",,,,
"AREA",,,"2510000165","Storage and Transport","Organic Chemical Storage","All Storage Types: Breathing Loss","Ethanol",,,,
"AREA",,,"2510000185","Storage and Transport","Organic Chemical Storage","All Storage Types: Breathing Loss","Ethylbenzene",,,,
"AREA",,,"2510000195","Storage and Transport","Organic Chemical Storage","All Storage Types: Breathing Loss","Ethylene Glycol",,,,
"AREA",,,"2510000220","Storage and Transport","Organic Chemical Storage","All Storage Types: Breathing Loss","Formalin",,,,
"AREA",,,"2510000235","Storage and Transport","Organic Chemical Storage","All Storage Types: Breathing Loss","Glycol Ethers: All Types",,,,
"AREA",,,"2510000240","Storage and Transport","Organic Chemical Storage","All Storage Types: Breathing Loss","Gum Turpentine",,,,
"AREA",,,"2510000250","Storage and Transport","Organic Chemical Storage","All Storage Types: Breathing Loss","Isopropanol",,,,
"AREA",,,"2510000260","Storage and Transport","Organic Chemical Storage","All Storage Types: Breathing Loss","Methanol",,,,
"AREA",,,"2510000265","Storage and Transport","Organic Chemical Storage","All Storage Types: Breathing Loss","Methyl Chloride",,,,
"AREA",,,"2510000270","Storage and Transport","Organic Chemical Storage","All Storage Types: Breathing Loss","Methyl Chloroform",,,,
"AREA",,,"2510000275","Storage and Transport","Organic Chemical Storage","All Storage Types: Breathing Loss","Methyl Ethyl Ketone",,,,
"AREA",,,"2510000285","Storage and Transport","Organic Chemical Storage","All Storage Types: Breathing Loss","Methyl Isobutyl Ketone",,,,
"AREA",,,"2510000295","Storage and Transport","Organic Chemical Storage","All Storage Types: Breathing Loss","Methylene Chloride",,,,
"AREA",,,"2510000310","Storage and Transport","Organic Chemical Storage","All Storage Types: Breathing Loss","n-Propanol",,,,
"AREA",,,"2510000320","Storage and Transport","Organic Chemical Storage","All Storage Types: Breathing Loss","Nitrobenzene",,,,
"AREA",,,"2510000345","Storage and Transport","Organic Chemical Storage","All Storage Types: Breathing Loss","Perchloroethylene",,,,
"AREA",,,"2510000350","Storage and Transport","Organic Chemical Storage","All Storage Types: Breathing Loss","Propylene Glycol",,,,
"AREA",,,"2510000370","Storage and Transport","Organic Chemical Storage","All Storage Types: Breathing Loss","Special Naphthas",,,,
"AREA",,,"2510000380","Storage and Transport","Organic Chemical Storage","All Storage Types: Breathing Loss","Toluene",,,,
"AREA",,,"2510000385","Storage and Transport","Organic Chemical Storage","All Storage Types: Breathing Loss","Trichloroethylene",,,,
"AREA",,,"2510000405","Storage and Transport","Organic Chemical Storage","All Storage Types: Breathing Loss","Xylenes (Mixed)",,,,
"AREA",,,"2510000900","Storage and Transport","Organic Chemical Storage","All Storage Types: Breathing Loss","Tank Cleaning",,,,
"AREA",,,"2510010000","Storage and Transport","Organic Chemical Storage","Commercial/Industrial: Breathing Loss","Total: All Products",,,,
"AREA",,,"2510010030","Storage and Transport","Organic Chemical Storage","Commercial/Industrial: Breathing Loss","Acetone",,,,
"AREA",,,"2510010060","Storage and Transport","Organic Chemical Storage","Commercial/Industrial: Breathing Loss","Butyl Alcohols: All Types",,,,
"AREA",,,"2510010065","Storage and Transport","Organic Chemical Storage","Commercial/Industrial: Breathing Loss","n-Butyl Alcohol",,,,
"AREA",,,"2510010070","Storage and Transport","Organic Chemical Storage","Commercial/Industrial: Breathing Loss","Isobutyl Alcohol",,,,
"AREA",,,"2510010100","Storage and Transport","Organic Chemical Storage","Commercial/Industrial: Breathing Loss","Cyclohexanone",,,,
"AREA",,,"2510010165","Storage and Transport","Organic Chemical Storage","Commercial/Industrial: Breathing Loss","Ethanol",,,,
"AREA",,,"2510010185","Storage and Transport","Organic Chemical Storage","Commercial/Industrial: Breathing Loss","Ethylbenzene",,,,
"AREA",,,"2510010195","Storage and Transport","Organic Chemical Storage","Commercial/Industrial: Breathing Loss","Ethylene Glycol",,,,
"AREA",,,"2510010220","Storage and Transport","Organic Chemical Storage","Commercial/Industrial: Breathing Loss","Formalin",,,,
"AREA",,,"2510010235","Storage and Transport","Organic Chemical Storage","Commercial/Industrial: Breathing Loss","Glycol Ethers: All Types",,,,
"AREA",,,"2510010240","Storage and Transport","Organic Chemical Storage","Commercial/Industrial: Breathing Loss","Gum Turpentine",,,,
"AREA",,,"2510010250","Storage and Transport","Organic Chemical Storage","Commercial/Industrial: Breathing Loss","Isopropanol",,,,
"AREA",,,"2510010260","Storage and Transport","Organic Chemical Storage","Commercial/Industrial: Breathing Loss","Methanol",,,,
"AREA",,,"2510010265","Storage and Transport","Organic Chemical Storage","Commercial/Industrial: Breathing Loss","Methyl Chloride",,,,
"AREA",,,"2510010270","Storage and Transport","Organic Chemical Storage","Commercial/Industrial: Breathing Loss","Methyl Chloroform",,,,
"AREA",,,"2510010275","Storage and Transport","Organic Chemical Storage","Commercial/Industrial: Breathing Loss","Methyl Ethyl Ketone",,,,
"AREA",,,"2510010285","Storage and Transport","Organic Chemical Storage","Commercial/Industrial: Breathing Loss","Methyl Isobutyl Ketone",,,,
"AREA",,,"2510010295","Storage and Transport","Organic Chemical Storage","Commercial/Industrial: Breathing Loss","Methylene Chloride",,,,
"AREA",,,"2510010310","Storage and Transport","Organic Chemical Storage","Commercial/Industrial: Breathing Loss","n-Propanol",,,,
"AREA",,,"2510010320","Storage and Transport","Organic Chemical Storage","Commercial/Industrial: Breathing Loss","Nitrobenzene",,,,
"AREA",,,"2510010345","Storage and Transport","Organic Chemical Storage","Commercial/Industrial: Breathing Loss","Perchloroethylene",,,,
"AREA",,,"2510010350","Storage and Transport","Organic Chemical Storage","Commercial/Industrial: Breathing Loss","Propylene Glycol",,,,
"AREA",,,"2510010370","Storage and Transport","Organic Chemical Storage","Commercial/Industrial: Breathing Loss","Special Naphthas",,,,
"AREA",,,"2510010380","Storage and Transport","Organic Chemical Storage","Commercial/Industrial: Breathing Loss","Toluene",,,,
"AREA",,,"2510010385","Storage and Transport","Organic Chemical Storage","Commercial/Industrial: Breathing Loss","Trichloroethylene",,,,
"AREA",,,"2510010405","Storage and Transport","Organic Chemical Storage","Commercial/Industrial: Breathing Loss","Xylenes (Mixed)",,,,
"AREA",,,"2510010900","Storage and Transport","Organic Chemical Storage","Commercial/Industrial: Breathing Loss","Tank Cleaning",,,,
"AREA",,,"2510050000","Storage and Transport","Organic Chemical Storage","Bulk Stations/Terminals: Breathing Loss","Total: All Products",,,,
"AREA",,,"2510050030","Storage and Transport","Organic Chemical Storage","Bulk Stations/Terminals: Breathing Loss","Acetone",,,,
"AREA",,,"2510050060","Storage and Transport","Organic Chemical Storage","Bulk Stations/Terminals: Breathing Loss","Butyl Alcohols: All Types",,,,
"AREA",,,"2510050065","Storage and Transport","Organic Chemical Storage","Bulk Stations/Terminals: Breathing Loss","n-Butyl Alcohol",,,,
"AREA",,,"2510050070","Storage and Transport","Organic Chemical Storage","Bulk Stations/Terminals: Breathing Loss","Isobutyl Alcohol",,,,
"AREA",,,"2510050100","Storage and Transport","Organic Chemical Storage","Bulk Stations/Terminals: Breathing Loss","Cyclohexanone",,,,
"AREA",,,"2510050165","Storage and Transport","Organic Chemical Storage","Bulk Stations/Terminals: Breathing Loss","Ethanol",,,,
"AREA",,,"2510050185","Storage and Transport","Organic Chemical Storage","Bulk Stations/Terminals: Breathing Loss","Ethylbenzene",,,,
"AREA",,,"2510050195","Storage and Transport","Organic Chemical Storage","Bulk Stations/Terminals: Breathing Loss","Ethylene Glycol",,,,
"AREA",,,"2510050220","Storage and Transport","Organic Chemical Storage","Bulk Stations/Terminals: Breathing Loss","Formalin",,,,
"AREA",,,"2510050235","Storage and Transport","Organic Chemical Storage","Bulk Stations/Terminals: Breathing Loss","Glycol Ethers: All Types",,,,
"AREA",,,"2510050240","Storage and Transport","Organic Chemical Storage","Bulk Stations/Terminals: Breathing Loss","Gum Turpentine",,,,
"AREA",,,"2510050250","Storage and Transport","Organic Chemical Storage","Bulk Stations/Terminals: Breathing Loss","Isopropanol",,,,
"AREA",,,"2510050260","Storage and Transport","Organic Chemical Storage","Bulk Stations/Terminals: Breathing Loss","Methanol",,,,
"AREA",,,"2510050265","Storage and Transport","Organic Chemical Storage","Bulk Stations/Terminals: Breathing Loss","Methyl Chloride",,,,
"AREA",,,"2510050270","Storage and Transport","Organic Chemical Storage","Bulk Stations/Terminals: Breathing Loss","Methyl Chloroform",,,,
"AREA",,,"2510050275","Storage and Transport","Organic Chemical Storage","Bulk Stations/Terminals: Breathing Loss","Methyl Ethyl Ketone",,,,
"AREA",,,"2510050285","Storage and Transport","Organic Chemical Storage","Bulk Stations/Terminals: Breathing Loss","Methyl Isobutyl Ketone",,,,
"AREA",,,"2510050295","Storage and Transport","Organic Chemical Storage","Bulk Stations/Terminals: Breathing Loss","Methylene Chloride",,,,
"AREA",,,"2510050310","Storage and Transport","Organic Chemical Storage","Bulk Stations/Terminals: Breathing Loss","n-Propanol",,,,
"AREA",,,"2510050320","Storage and Transport","Organic Chemical Storage","Bulk Stations/Terminals: Breathing Loss","Nitrobenzene",,,,
"AREA",,,"2510050345","Storage and Transport","Organic Chemical Storage","Bulk Stations/Terminals: Breathing Loss","Perchloroethylene",,,,
"AREA",,,"2510050350","Storage and Transport","Organic Chemical Storage","Bulk Stations/Terminals: Breathing Loss","Propylene Glycol",,,,
"AREA",,,"2510050370","Storage and Transport","Organic Chemical Storage","Bulk Stations/Terminals: Breathing Loss","Special Naphthas",,,,
"AREA",,,"2510050380","Storage and Transport","Organic Chemical Storage","Bulk Stations/Terminals: Breathing Loss","Toluene",,,,
"AREA",,,"2510050385","Storage and Transport","Organic Chemical Storage","Bulk Stations/Terminals: Breathing Loss","Trichloroethylene",,,,
"AREA",,,"2510050405","Storage and Transport","Organic Chemical Storage","Bulk Stations/Terminals: Breathing Loss","Xylenes (Mixed)",,,,
"AREA",,,"2510050900","Storage and Transport","Organic Chemical Storage","Bulk Stations/Terminals: Breathing Loss","Tank Cleaning",,,,
"AREA",,,"2510995000","Storage and Transport","Organic Chemical Storage","All Storage Types: Working Loss","Total: All Products",,,,
"AREA",,,"2510995030","Storage and Transport","Organic Chemical Storage","All Storage Types: Working Loss","Acetone",,,,
"AREA",,,"2510995060","Storage and Transport","Organic Chemical Storage","All Storage Types: Working Loss","Butyl Alcohols: All Types",,,,
"AREA",,,"2510995065","Storage and Transport","Organic Chemical Storage","All Storage Types: Working Loss","n-Butyl Alcohol",,,,
"AREA",,,"2510995070","Storage and Transport","Organic Chemical Storage","All Storage Types: Working Loss","Isobutyl Alcohol",,,,
"AREA",,,"2510995100","Storage and Transport","Organic Chemical Storage","All Storage Types: Working Loss","Cyclohexanone",,,,
"AREA",,,"2510995165","Storage and Transport","Organic Chemical Storage","All Storage Types: Working Loss","Ethanol",,,,
"AREA",,,"2510995185","Storage and Transport","Organic Chemical Storage","All Storage Types: Working Loss","Ethylbenzene",,,,
"AREA",,,"2510995195","Storage and Transport","Organic Chemical Storage","All Storage Types: Working Loss","Ethylene Glycol",,,,
"AREA",,,"2510995220","Storage and Transport","Organic Chemical Storage","All Storage Types: Working Loss","Formalin",,,,
"AREA",,,"2510995235","Storage and Transport","Organic Chemical Storage","All Storage Types: Working Loss","Glycol Ethers: All Types",,,,
"AREA",,,"2510995240","Storage and Transport","Organic Chemical Storage","All Storage Types: Working Loss","Gum Turpentine",,,,
